N,Должность,Язык.программирования,Специализация,Общий.опыт.работы,Опыт.работы.на.текущем.месте,Зарплата.в.месяц,Изменение.зарплаты.за.12.месяцев,Город,Размер.компании,Тип.компании,Пол,Возраст,Образование,Университет,Еще.студент,Уровень.английского,Предметная.область,Дата.заполнения,User.Agent,exp,current_job_exp,salary,Валюта,cls,avg,avg_by_Должность
7868,Software Engineer,Java,,4,меньше 3 месяцев,2000,600,Киев,до 50 человек,Продуктовая,мужской,29,Высшее,ДНУ им. Гончара,False,средний,Телекоммуникации,05/07/2017 10:34:11,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",4.0,0.0,2000,,DEV,1883.371034198599,1678.630073800738
7871,Senior Software Engineer,Swift,,10 и более лет,0.5,4000,0,Киев,до 50 человек,Аутсорсинговая,мужской,40,Высшее,Другой вуз,False,выше среднего,iOS,05/07/2017 11:11:24,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_4) AppleWebKit/603.1.23 (KHTML, like Gecko) Version/10.1 Safari/603.1.23",10.0,0.5,4000,,DEV,1883.371034198599,3243.2009259259257
7872,Junior Software Engineer,C#/.NET,,2,1,1300,700,Удаленно,до 50 человек,Аутстаффинговая,мужской,22,Высшее,НТУУ «КПИ»,False,средний,Веб-разработка,05/07/2017 11:12:57,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.115 Safari/537.36",2.0,1.0,1300,,DEV,1883.371034198599,605.65859375
7876,Senior Software Engineer,Java,,5,1,1900,0,Удаленно,до 50 человек,Аутсорсинговая,мужской,27,Высшее,Другой вуз,False,средний,Android,05/07/2017 11:35:08,"Mozilla/5.0 (Windows NT 6.3; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.115 Safari/537.36",5.0,1.0,1900,,DEV,1883.371034198599,3243.2009259259257
7877,Technical Lead,PHP,,10 и более лет,1,3000,200,Киев,до 50 человек,Продуктовая,мужской,36,Незаконченное высшее,НАУ,False,ниже среднего,"Веб-разработка,Корпоративные системы",05/07/2017 11:35:47,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:54.0) Gecko/20100101 Firefox/54.0,10.0,1.0,3000,,SDEV,1883.371034198599,3664.272
7879,Junior Software Engineer,Objective-C,,1.5,0.5,1200,800,Запорожье,до 50 человек,Продуктовая,мужской,25,Высшее,ДНУ им. Гончара,False,средний,iOS,05/07/2017 11:49:26,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_5) AppleWebKit/603.2.4 (KHTML, like Gecko) Version/10.1.1 Safari/603.2.4",1.5,0.5,1200,,DEV,1883.371034198599,605.65859375
7880,Technical Lead,Swift,,5,1,5000,0,Киев,до 1000 человек,Аутсорсинговая,мужской,25,Высшее,ДонНТУ,False,выше среднего,iOS,05/07/2017 11:51:33,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_6) AppleWebKit/603.2.5 (KHTML, like Gecko) Version/10.1.1 Safari/603.2.5",5.0,1.0,5000,,SDEV,1883.371034198599,3664.272
7881,Senior Software Engineer,C#/.NET,,6,1,2500,0,Днепр,до 50 человек,Стартап,мужской,26,Высшее,ДНУ им. Гончара,False,выше среднего,Веб-разработка,05/07/2017 11:51:47,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_5) AppleWebKit/603.2.4 (KHTML, like Gecko) Version/10.1.1 Safari/603.2.4",6.0,1.0,2500,,DEV,1883.371034198599,3243.2009259259257
7882,Software Engineer,Python,,2,1,750,0,Киев,свыше 1000 человек,Аутсорсинговая,мужской,21,Высшее,Другой вуз,False,ниже среднего,"Desktop Applications,Системное программирование",05/07/2017 11:57:52,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.115 Safari/537.36",2.0,1.0,750,,DEV,1883.371034198599,1678.630073800738
7883,Junior Software Engineer,JavaScript,,меньше 3 месяцев,меньше 3 месяцев,550,350,Днепр,до 200 человек,Продуктовая,мужской,23,Высшее,ДНУЖТ,False,средний,"Веб-разработка,Финансы и банки",05/07/2017 11:57:52,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.115 Safari/537.36",0.0,0.0,550,,DEV,1883.371034198599,605.65859375
7885,Software Engineer,PHP,,2,0.5,600,100,Винница,до 10 человек,Аутсорсинговая,мужской,25,Незаконченное высшее,ВНТУ,False,средний,Веб-разработка,05/07/2017 12:00:22,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/61.0.3148.0 Safari/537.36",2.0,0.5,600,,DEV,1883.371034198599,1678.630073800738
7886,Technical Lead,Other,,9,2,700,-500,Николаев,до 10 человек,Аутсорсинговая,мужской,31,Высшее,ЧГУ им. Петра Могилы,False,продвинутый,"Веб-разработка,eCommerce",05/07/2017 12:05:08,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.115 Safari/537.36",9.0,2.0,700,,SDEV,1883.371034198599,3664.272
7889,Software Engineer,PHP,,3,0.5,1000,0,Львов,до 200 человек,Аутсорсинговая,мужской,22,Высшее,Другой вуз,False,ниже среднего,Веб-разработка,05/07/2017 12:26:36,Mozilla/5.0 (Windows NT 10.0; WOW64; rv:53.0) Gecko/20100101 Firefox/53.0,3.0,0.5,1000,,DEV,1883.371034198599,1678.630073800738
7895,Software Engineer,Swift,,5,3,2600,250,Киев,до 200 человек,Аутстаффинговая,мужской,24,Высшее,НАУ,False,средний,iOS,05/07/2017 13:24:08,"Mozilla/5.0 (iPhone; CPU iPhone OS 10_3_2 like Mac OS X) AppleWebKit/603.2.4 (KHTML, like Gecko) Version/10.0 Mobile/14F89 Safari/602.1",5.0,3.0,2600,,DEV,1883.371034198599,1678.630073800738
7896,Software Engineer,Java,,3,1.5,2200,300,Киев,до 1000 человек,Аутстаффинговая,мужской,26,Высшее,НАУ,False,выше среднего,"Веб-разработка,Телекоммуникации",05/07/2017 13:31:04,"Mozilla/5.0 (iPhone; CPU iPhone OS 10_3_2 like Mac OS X) AppleWebKit/603.2.4 (KHTML, like Gecko) Version/10.0 Mobile/14F89 Safari/602.1",3.0,1.5,2200,,DEV,1883.371034198599,1678.630073800738
7902,Software Engineer,C++,,2,2,1600,800,Днепр,до 1000 человек,Аутсорсинговая,мужской,24,Высшее,Другой вуз,False,средний,Desktop Applications,05/07/2017 14:09:16,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:52.0) Gecko/20100101 Firefox/52.0,2.0,2.0,1600,,DEV,1883.371034198599,1678.630073800738
7903,Software Engineer,C#/.NET,,2,0.5,1000,0,Киев,до 10 человек,Аутстаффинговая,мужской,28,Высшее,КНУ им. Шевченко,False,средний,"Desktop Applications,Веб-разработка",05/07/2017 14:23:44,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.115 Safari/537.36",2.0,0.5,1000,,DEV,1883.371034198599,1678.630073800738
7906,Software Engineer,Java,,2,2,2000,500,Днепр,до 200 человек,Аутсорсинговая,мужской,30,Высшее,ДНУ им. Гончара,False,выше среднего,Android,05/07/2017 14:42:52,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.12; rv:54.0) Gecko/20100101 Firefox/54.0,2.0,2.0,2000,,DEV,1883.371034198599,1678.630073800738
7907,Technical Lead,C#/.NET,,10 и более лет,7,4000,0,Луцк,до 10 человек,Продуктовая,мужской,36,Высшее,ХАИ,False,выше среднего,"Веб-разработка,Телекоммуникации",05/07/2017 14:45:45,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.115 Safari/537.36",10.0,7.0,4000,,SDEV,1883.371034198599,3664.272
7910,Junior Software Engineer,JavaScript,,1.5,1,630,150,Харьков,до 1000 человек,Аутсорсинговая,женский,23,Незаконченное высшее,ХНУРЭ,True,выше среднего,"Gamedev,Корпоративные системы",05/07/2017 14:50:14,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.115 Safari/537.36",1.5,1.0,630,,DEV,1883.371034198599,605.65859375
7911,Senior Software Engineer,PHP,,5,4,2300,800,Харьков,до 1000 человек,Аутсорсинговая,мужской,25,Высшее,ХНУРЭ,False,выше среднего,Веб-разработка,05/07/2017 15:13:23,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.115 Safari/537.36",5.0,4.0,2300,,DEV,1883.371034198599,3243.2009259259257
7913,Software Engineer,SQL,,3,0.5,1500,150,Львов,свыше 1000 человек,Аутсорсинговая,женский,25,Высшее,Львовская Политехника,False,выше среднего,Финансы и банки,05/07/2017 15:52:04,Mozilla/5.0 (Windows NT 10.0; WOW64; rv:53.0) Gecko/20100101 Firefox/53.0,3.0,0.5,1500,,DEV,1883.371034198599,1678.630073800738
7916,Junior Software Engineer,Java,,1.5,1.5,1100,500,Харьков,свыше 1000 человек,Аутсорсинговая,мужской,21,Незаконченное высшее,ХНУРЭ,True,выше среднего,"eCommerce,Корпоративные системы",05/07/2017 17:11:17,"Mozilla/5.0 (iPhone; CPU iPhone OS 10_3_2 like Mac OS X) AppleWebKit/603.2.4 (KHTML, like Gecko) Version/10.0 Mobile/14F89 Safari/602.1",1.5,1.5,1100,,DEV,1883.371034198599,605.65859375
7917,Software Engineer,Java,,4,1.5,2600,400,Харьков,до 50 человек,Аутсорсинговая,мужской,27,Высшее,ДонНТУ,False,средний,Android,05/07/2017 17:15:07,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.86 Safari/537.36",4.0,1.5,2600,,DEV,1883.371034198599,1678.630073800738
7918,Software Engineer,PHP,,1.5,0.5,1200,850,Харьков,до 50 человек,Аутсорсинговая,мужской,29,Высшее,НТУ «ХПИ»,False,ниже среднего,Веб-разработка,05/07/2017 17:33:22,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.96 Safari/537.36",1.5,0.5,1200,,DEV,1883.371034198599,1678.630073800738
7920,Junior Software Engineer,PHP,,1,0.5,230,0,Харьков,до 200 человек,Аутстаффинговая,женский,25,Высшее,НТУ «ХПИ»,False,средний,Веб-разработка,05/07/2017 17:51:30,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/59.0.3071.109 Chrome/59.0.3071.109 Safari/537.36",1.0,0.5,230,,DEV,1883.371034198599,605.65859375
7921,Senior Software Engineer,Java,,5,3,3500,0,Киев,до 50 человек,Аутстаффинговая,мужской,33,Высшее,Другой вуз,False,выше среднего,"Веб-разработка,Корпоративные системы",05/07/2017 18:06:19,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",5.0,3.0,3500,,DEV,1883.371034198599,3243.2009259259257
7923,Senior Software Engineer,Java,,6,5,3700,0,Киев,свыше 1000 человек,Аутсорсинговая,женский,29,Высшее,Другой вуз,False,выше среднего,Финансы и банки,05/07/2017 18:09:21,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",6.0,5.0,3700,,DEV,1883.371034198599,3243.2009259259257
7924,Junior Software Engineer,C++,,0.5,0.5,1000,1000,Харьков,до 50 человек,Аутсорсинговая,мужской,22,Высшее,Другой вуз,True,ниже среднего,Другое,05/07/2017 18:16:58,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.86 Safari/537.36 OPR/46.0.2597.32",0.5,0.5,1000,,DEV,1883.371034198599,605.65859375
7925,Software Engineer,C#/.NET,,3,2,2000,400,Киев,до 50 человек,Аутстаффинговая,женский,27,Высшее,НТУУ «КПИ»,False,выше среднего,Веб-разработка,05/07/2017 18:43:06,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.115 Safari/537.36",3.0,2.0,2000,,DEV,1883.371034198599,1678.630073800738
7930,Software Engineer,PHP,,4,0.25,2800,1000,Харьков,свыше 1000 человек,Аутстаффинговая,мужской,30,Высшее,Другой вуз,False,средний,Веб-разработка,05/07/2017 21:10:45,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.104 Safari/537.36",4.0,0.25,2800,,DEV,1883.371034198599,1678.630073800738
7931,Junior Software Engineer,Java,,1,меньше 3 месяцев,500,0,Киев,до 50 человек,Аутсорсинговая,мужской,26,Высшее,Другой вуз,False,средний,"Веб-разработка,eCommerce",05/07/2017 21:13:39,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.115 Safari/537.36",1.0,0.0,500,,DEV,1883.371034198599,605.65859375
7933,Junior Software Engineer,PHP,,0.5,0.5,500,100,Одесса,до 10 человек,Стартап,мужской,23,Высшее,Другой вуз,False,средний,Веб-разработка,05/07/2017 21:33:39,"Mozilla/5.0 (Windows NT 6.3; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.115 Safari/537.36",0.5,0.5,500,,DEV,1883.371034198599,605.65859375
7935,Software Engineer,C#/.NET,,3,2,2200,500,Харьков,до 1000 человек,Аутсорсинговая,мужской,23,Высшее,НТУ «ХПИ»,False,средний,"Веб-разработка,eCommerce",05/07/2017 21:59:49,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.115 Safari/537.36",3.0,2.0,2200,,DEV,1883.371034198599,1678.630073800738
7937,Senior Software Engineer,JavaScript,,8,2,4100,500,Днепр,до 200 человек,Продуктовая,мужской,28,Высшее,ДНУ им. Гончара,False,выше среднего,Веб-разработка,05/07/2017 22:20:01,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_5) AppleWebKit/603.2.4 (KHTML, like Gecko) Version/10.1.1 Safari/603.2.4",8.0,2.0,4100,,DEV,1883.371034198599,3243.2009259259257
7938,Software Engineer,JavaScript,,2,0.25,1500,500,Киев,до 1000 человек,Аутсорсинговая,мужской,23,Высшее,НТУУ «КПИ»,False,продвинутый,eCommerce,05/07/2017 22:38:38,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_5) AppleWebKit/603.2.4 (KHTML, like Gecko) Version/10.1.1 Safari/603.2.4",2.0,0.25,1500,,DEV,1883.371034198599,1678.630073800738
7940,Junior Software Engineer,JavaScript,,1,0.5,550,250,Ивано-Франковск,до 1000 человек,Аутсорсинговая,мужской,24,Высшее,Другой вуз,False,ниже среднего,Веб-разработка,05/07/2017 22:56:23,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.115 Safari/537.36",1.0,0.5,550,,DEV,1883.371034198599,605.65859375
7948,Senior Software Engineer,Java,,4,меньше 3 месяцев,3700,600,Киев,свыше 1000 человек,Аутстаффинговая,мужской,23,Незаконченное высшее,НТУУ «КПИ»,False,средний,"Веб-разработка,eCommerce",06/07/2017 00:38:26,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.115 Safari/537.36",4.0,0.0,3700,,DEV,1883.371034198599,3243.2009259259257
7953,Software Engineer,Java,,2,0.5,1000,0,Киев,до 1000 человек,Продуктовая,мужской,28,Высшее,КНЭУ,False,выше среднего,Веб-разработка,06/07/2017 07:34:51,"Mozilla/5.0 (Linux; Android 6.0.1; Redmi 4X Build/MMB29M) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.125 Mobile Safari/537.36",2.0,0.5,1000,,DEV,1883.371034198599,1678.630073800738
7955,Software Engineer,JavaScript,,4,4,900,50,Запорожье,до 200 человек,Другая,мужской,30,Высшее,Другой вуз,False,средний,Веб-разработка,06/07/2017 08:01:53,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.115 Safari/537.36",4.0,4.0,900,,DEV,1883.371034198599,1678.630073800738
7956,Senior Software Engineer,C#/.NET,,8,2,4200,600,Киев,до 200 человек,Продуктовая,мужской,31,Высшее,ЗНТУ,False,ниже среднего,"Desktop Applications,Веб-разработка",06/07/2017 08:47:56,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.115 Safari/537.36",8.0,2.0,4200,,DEV,1883.371034198599,3243.2009259259257
7958,Software Engineer,C#/.NET,,3,2,1600,0,Черновцы,до 200 человек,Продуктовая,мужской,34,Высшее,ДонНТУ,False,средний,Веб-разработка,06/07/2017 09:09:49,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.115 Safari/537.36",3.0,2.0,1600,,DEV,1883.371034198599,1678.630073800738
7960,Software Engineer,Java,,2,0.5,2500,1000,Киев,до 200 человек,Аутсорсинговая,мужской,27,Высшее,НТУУ «КПИ»,False,ниже среднего,Другое,06/07/2017 09:44:03,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.115 Safari/537.36",2.0,0.5,2500,,DEV,1883.371034198599,1678.630073800738
7962,System Architect,C#/.NET,,7,0.5,4000,0,Киев,до 50 человек,Продуктовая,мужской,28,Техникум / Колледж,,False,ниже среднего,"Android,iOS",06/07/2017 10:03:23,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:54.0) Gecko/20100101 Firefox/54.0,7.0,0.5,4000,,SDEV,1883.371034198599,4387.076923076923
7964,Software Engineer,JavaScript,,3,0.5,2000,500,Киев,до 200 человек,Продуктовая,мужской,22,Незаконченное высшее,НТУУ «КПИ»,True,выше среднего,"Веб-разработка,Gamedev",06/07/2017 10:11:25,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.115 Safari/537.36",3.0,0.5,2000,,DEV,1883.371034198599,1678.630073800738
7967,Software Engineer,Swift,,2,1,2000,1000,Львов,до 200 человек,Аутсорсинговая,мужской,20,Высшее,Львовская Политехника,True,продвинутый,iOS,06/07/2017 10:52:46,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",2.0,1.0,2000,,DEV,1883.371034198599,1678.630073800738
7969,Senior Software Engineer,Swift,,7,2,3000,1000,Львов,до 200 человек,Аутсорсинговая,мужской,28,Высшее,Другой вуз,False,выше среднего,iOS,06/07/2017 10:54:32,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_5) AppleWebKit/603.2.4 (KHTML, like Gecko) Version/10.1.1 Safari/603.2.4",7.0,2.0,3000,,DEV,1883.371034198599,3243.2009259259257
7972,Junior Software Engineer,JavaScript,,0.5,меньше 3 месяцев,400,150,Винница,до 10 человек,Аутсорсинговая,мужской,23,Высшее,НТУУ «КПИ»,False,средний,Gamedev,06/07/2017 11:20:13,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.115 Safari/537.36",0.5,0.0,400,,DEV,1883.371034198599,605.65859375
7973,Software Engineer,PHP,,1,меньше 3 месяцев,320,70,Харьков,до 50 человек,Аутсорсинговая,женский,23,Высшее,ХНУ им. Каразина,False,ниже среднего,"Веб-разработка,Системное программирование",06/07/2017 11:21:38,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.115 Safari/537.36",1.0,0.0,320,,DEV,1883.371034198599,1678.630073800738
7974,Junior Software Engineer,C#/.NET,,1,меньше 3 месяцев,600,300,Киев,свыше 1000 человек,Аутсорсинговая,мужской,21,Высшее,НТУУ «КПИ»,False,средний,Веб-разработка,06/07/2017 11:22:21,Mozilla/5.0 (Windows NT 10.0; WOW64; rv:54.0) Gecko/20100101 Firefox/54.0,1.0,0.0,600,,DEV,1883.371034198599,605.65859375
7975,Software Engineer,Java,,3,1,1900,700,Харьков,до 50 человек,Стартап,мужской,23,Высшее,ХНУРЭ,False,средний,Другое,06/07/2017 11:28:06,"Mozilla/5.0 (Linux; Android 6.0.1; MI 5 Build/MXB48T) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.125 Mobile Safari/537.36",3.0,1.0,1900,,DEV,1883.371034198599,1678.630073800738
7978,Software Engineer,C#/.NET,,3,2,1250,300,Киев,до 50 человек,Продуктовая,женский,31,Два высших,НАУ,False,выше среднего,Веб-разработка,06/07/2017 11:36:23,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.115 Safari/537.36",3.0,2.0,1250,,DEV,1883.371034198599,1678.630073800738
7980,Technical Lead,PHP,,8,4,3500,300,Днепр,до 50 человек,Продуктовая,мужской,33,Высшее,НметАУ,False,средний,Финансы и банки,06/07/2017 11:41:16,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/45.0.2454.101 Safari/537.36",8.0,4.0,3500,,SDEV,1883.371034198599,3664.272
7981,Junior Software Engineer,PHP,,1,меньше 3 месяцев,500,300,Одесса,до 10 человек,Аутсорсинговая,мужской,22,Незаконченное высшее,Другой вуз,True,ниже среднего,Веб-разработка,06/07/2017 11:42:14,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.115 Safari/537.36",1.0,0.0,500,,DEV,1883.371034198599,605.65859375
7982,Software Engineer,Python,,5,5,2850,0,Киев,до 200 человек,Продуктовая,женский,29,Высшее,Другой вуз,False,выше среднего,Веб-разработка,06/07/2017 11:44:17,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/58.0.3029.110 Chrome/58.0.3029.110 Safari/537.36",5.0,5.0,2850,,DEV,1883.371034198599,1678.630073800738
7983,Technical Lead,JavaScript,,9,2,2800,0,Черкассы,до 10 человек,Аутсорсинговая,мужской,26,Высшее,Другой вуз,False,выше среднего,Веб-разработка,06/07/2017 11:44:58,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.115 Safari/537.36",9.0,2.0,2800,,SDEV,1883.371034198599,3664.272
7984,Software Engineer,JavaScript,,2,2,400,230,Черкассы,до 10 человек,Аутсорсинговая,мужской,24,Среднее,,False,выше среднего,Веб-разработка,06/07/2017 11:45:10,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.115 Safari/537.36",2.0,2.0,400,,DEV,1883.371034198599,1678.630073800738
7985,Software Engineer,C++,,5,3,2200,0,Киев,свыше 1000 человек,Аутсорсинговая,мужской,29,Высшее,ВНУ им. Даля,False,выше среднего,"Embedded,Телекоммуникации",06/07/2017 11:45:26,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/54.0.2840.59 Safari/537.36",5.0,3.0,2200,,DEV,1883.371034198599,1678.630073800738
7986,Senior Software Engineer,Java,,9,5,3700,200,Харьков,свыше 1000 человек,Аутстаффинговая,мужской,31,Высшее,НТУ «ХПИ»,False,выше среднего,"Веб-разработка,Корпоративные системы",06/07/2017 11:45:29,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.115 Safari/537.36",9.0,5.0,3700,,DEV,1883.371034198599,3243.2009259259257
7987,Software Engineer,JavaScript,,1.5,1.5,350,100,Черкассы,до 10 человек,Аутсорсинговая,мужской,30,Высшее,Другой вуз,False,средний,Веб-разработка,06/07/2017 11:46:06,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.115 Safari/537.36",1.5,1.5,350,,DEV,1883.371034198599,1678.630073800738
7988,Junior Software Engineer,Scala,,1.5,0.5,1250,1200,Другой,до 10 человек,Продуктовая,мужской,20,Высшее,СумГУ,True,продвинутый,"Корпоративные системы,Другое",06/07/2017 11:46:47,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.115 Safari/537.36",1.5,0.5,1250,,DEV,1883.371034198599,605.65859375
7989,Software Engineer,JavaScript,,5,1,2375,500,Киев,свыше 1000 человек,Аутсорсинговая,мужской,25,Высшее,НАУ,False,средний,,06/07/2017 11:47:07,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",5.0,1.0,2375,,DEV,1883.371034198599,1678.630073800738
7990,Senior Software Engineer,JavaScript,,5,1.5,2500,0,Запорожье,до 200 человек,Аутстаффинговая,мужской,25,Незаконченное высшее,Другой вуз,False,средний,Веб-разработка,06/07/2017 11:47:23,"Mozilla/5.0 (Linux; Android 7.0; XT1635-02 Build/NPNS25.137-24-1-9) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.125 Mobile Safari/537.36",5.0,1.5,2500,,DEV,1883.371034198599,3243.2009259259257
7992,Software Engineer,PHP,,2,1,1235,600,Киев,до 200 человек,Продуктовая,мужской,23,Незаконченное высшее,НТУУ «КПИ»,False,средний,"Веб-разработка,Корпоративные системы",06/07/2017 11:50:06,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.115 Safari/537.36",2.0,1.0,1235,,DEV,1883.371034198599,1678.630073800738
7994,Software Engineer,Java,,1.5,2,1900,400,Киев,до 1000 человек,Продуктовая,мужской,29,Высшее,ГУТ,False,выше среднего,"Веб-разработка,Финансы и банки",06/07/2017 11:50:41,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",1.5,2.0,1900,,DEV,1883.371034198599,1678.630073800738
7995,Software Engineer,PHP,,3,0.5,1900,1000,Киев,до 10 человек,Стартап,мужской,31,Высшее,ВНУ им. Даля,False,продвинутый,Веб-разработка,06/07/2017 11:51:03,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.87 Safari/537.36",3.0,0.5,1900,,DEV,1883.371034198599,1678.630073800738
7996,Technical Lead,JavaScript,,10 и более лет,1.5,3500,0,Винница,до 10 человек,Продуктовая,мужской,30,Высшее,ВНТУ,False,выше среднего,"Android,Веб-разработка",06/07/2017 11:51:18,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/59.0.3071.109 Chrome/59.0.3071.109 Safari/537.36",10.0,1.5,3500,,SDEV,1883.371034198599,3664.272
